Price,Title,Fuel,Mileage,Year
59500,Renault Megane,Diesel,148000.0,2021
45500,Peugeot 208 Style,Diesel,128000.0,2020
78000,Audi Q5 S-line,Diesel,270000.0,2014
38500,Citroën C1 Importée Tn245,Essence,56000.0,2021
76000,Haval H6 Luxury,Essence,138000.0,2021
79000,Peugeot 3008,Diesel,148000.0,2020
57000,Volkswagen Amarok TDI 4*4,Diesel,198000.0,2012
145000,Mercedes-Benz CLA AMG,Diesel,138000.0,2020
118000,Mercedes-Benz CLA Importée Tn245,Diesel,138000.0,2020
149000,Mercedes-Benz CLA,Essence,87000.0,2021
110000,Volkswagen Golf 8 STYLE 1.5 BVA eTSI  importée,Essence,87000.0,2021
98000,KIA Sportage GT-Line,Diesel,119000.0,2019
99000,Haval H6,Essence,16000.0,2022
185000,BMW Série 5 Pack M,Essence,70000.0,2021
107000,BMW Série 4 Gran Coupé,Essence,53000.0,2020
30000,Hyundai Grand i10 Sedan,Essence,150000.0,2017
135000,Mercedes-Benz Classe C AMG +,Essence,146000.0,2015
95000,Volkswagen Golf 8 Active,Essence,69000.0,2021
420000,Mercedes-Benz GLE Coupé,Diesel,54000.0,2020
115000,Mazda CX-5 High Grade,Essence,63000.0,2019
65000,MG ZS,Essence,65000.0,2019
70000,Seat Leon,Essence,61847.0,2020
97000,Mercedes-Benz CLA Urban,Essence,125043.0,2018
150000,KIA Sportage Hybride GT-Line,Hybride,36000.0,2023
54000,KIA Rio 5p SX,Essence,68954.0,2019
75000,Volkswagen Golf 7 Highline,Essence,26043.0,2016
87000,Volkswagen Golf 8 Life,Essence,70001.0,2020
175000,Toyota Land Cruiser,Diesel,142060.0,2010
69000,Volkswagen Golf 7 Confortline,Essence,169452.0,2019
40000,BMW Série 1,Essence,131766.0,2009
165000,Mercedes-Benz Classe E AMG,Essence,55001.0,2019
275000,Mercedes-Benz Classe C AMG +,Essence,0.0,2024
235000,Mercedes-Benz GLA La nouvelle Gla 250e AMG,Hybride,10730.0,2023
390000,Mercedes-Benz Classe E AMG,Essence,10776.0,2023
65000,BMW X3 Luxury Line,Diesel,186000.0,2006
185000,Mercedes-Benz Classe C AMG,Essence,50893.0,2022
43000,KIA Picanto Populaire,Essence,3805.0,2021
36000,Lada 4x4 Urban,Essence,24387.0,2018
126000,Haval H6,Essence,12442.0,2023
51000,Nissan Juke Tekna,Essence,163166.0,2014
160000,Mitsubishi Pajero LIMITED EDITION,Diesel,20742.0,2023
169900,Mercedes-Benz CLA AMG Edition 1,Hybride,31235.0,2021
64000,Peugeot 308 GT-Line GT-Line,Diesel,96300.0,2020
129000,Toyota Prado,Diesel,199425.0,2003
135000,Mini 5 portes,Essence,18000.0,2021
62000,BMW Série 3 coupé,Essence,156000.0,2010
30000,Mahindra KUV 100 K6+,Essence,63000.0,2021
93000,Haval Jolion 1 ere,Essence,30000.0,2023
126000,Peugeot 308,Diesel,48000.0,2023
198000,Volkswagen Tiguan R-Line,Essence,54723.0,2023
59000,Peugeot Expert,Diesel,139199.0,2019
138000,Volkswagen Golf 8 R-Line,Hybride,36651.0,2022
48000,Mini Cabrio,Essence,86111.0,2010
61000,KIA Picanto 1 ère main,Essence,0.0,2024
275000,Porsche Cayman S,Essence,39508.0,2008
54000,Seat Ibiza,Essence,99519.0,2021
119000,Toyota Land Cruiser,Diesel,316620.0,2003
230000,Mercedes-Benz GLC Coupé AMG,Hybride,82415.0,2020
65000,Mercedes-Benz Classe C AMG,Essence,249000.0,2011
178000,Mercedes-Benz Classe C,Essence,30570.0,2021
71000,Peugeot 3008,Essence,105000.0,2017
225000,Mercedes-Benz CLA AMG,Hybride,1000.0,2024
88000,Volkswagen Golf 8,Essence,85181.0,2020
79000,Volkswagen Golf 7 Join,Essence,86000.0,2018
78000,Volkswagen T-roc,Essence,74107.0,2019
36000,Renault Symbol,Essence,115000.0,2020
185000,Mercedes-Benz CLA AMG,Hybride,18500.0,2023
135000,Mercedes-Benz Classe A AMG,Essence,68000.0,2018
65000,BMW Série 3 Luxury,Essence,112000.0,2013
110000,Audi Q5 S-line,Diesel,176000.0,2015
145000,Mercedes-Benz Classe C AMG,Diesel,145000.0,2019
50000,Peugeot 2008 Allure Toit Cielo Blanc Nacré,Essence,125000.0,2018
119000,Mercedes-Benz Classe A AMG,Diesel,141000.0,2019
145000,Volkswagen Golf 8 GTE,Hybride,26000.0,2021
220000,Mercedes-Benz CLA AMG,Hybride,6000.0,2024
78000,Mercedes-Benz Classe A AMG Premium,Essence,131000.0,2013
46500,KIA Picanto,Essence,28000.0,2021
48000,Ford Fusion Titanium,Essence,217000.0,2016
49800,Mini 5 portes Très bon état,Essence,160000.0,2016
45000,BMW Série 3,Essence,180000.0,2012
60000,Seat Leon 1.2L,Essence,140000.0,2018
200000,Land Rover Range Rover Sport,Essence,190000.0,2015
89000,Peugeot 3008 1.2L,Essence,70000.0,2020
87000,Volkswagen Golf 8,Essence,58000.0,2022
89000,KIA Sportage 1.6L Diesel,Diesel,105000.0,2018
55500,Mercedes-Benz Classe C,Essence,235000.0,2013
47000,Audi Q5 2.0L,Essence,255000.0,2009
139000,Volkswagen Golf 8,Essence,40000.0,2023
89000,Mercedes-Benz Classe C AMG,Essence,164000.0,2014
138000,Mercedes-Benz Classe E 1.6L,Essence,132000.0,2017
108000,Seat Leon Xcellence,Essence,37000.0,2023
72000,Jeep Wrangler 4.0L,Essence,200000.0,1989
38500,Renault Clio 1.0L,Essence,135000.0,2021
78500,Audi A3 Sportback 1.2L,Essence,125000.0,2019
119000,Cupra Formentor 1.5L,Hybride,19000.0,2022
55500,Ford Fusion 1.6,Essence,90000.0,2017
49500,Mazda 3,Essence,124000.0,2017
39500,Nissan Juke,Essence,160000.0,2015
227000,Volvo XC60 2.0L,Essence,18000.0,2022
39800,Hyundai Grand i10 1.0L,Essence,57000.0,2021
43000,Skoda Fabia 1.6L,Essence,137000.0,2018
75000,BMW Série 5 520,Essence,182000.0,2014
93000,Volkswagen Golf 8 1.5L,Essence,80000.0,2021
132000,BMW X2 S drive,Essence,74000.0,2020
73500,Volkswagen Golf 7 Importé,Essence,40000.0,2020
85000,BMW X1 1.6L,Essence,126000.0,2016
138500,BMW Série 1 M,Essence,40000.0,2022
58500,Citroën Berlingo Utilitaire 1.6L,Diesel,31000.0,2023
38000,Citroën C3,Essence,92000.0,2018
34500,Citroën C3 Live,Essence,119000.0,2019
38000,Citroën C4,Essence,109000.0,2012
88000,Peugeot 3008 Allure,Essence,38000.0,2019
159000,Mercedes-Benz Classe C Avantgarde,Essence,27000.0,2022
75000,Peugeot 3008 Allure,Essence,75000.0,2020
139000,BMW X4,Diesel,140000.0,2018
65500,Volkswagen Polo R-Line,Essence,70000.0,2020
69000,Volkswagen Golf 7 BVA,Essence,200000.0,2020
75000,BMW Série 1 Pack Sport M,Essence,165000.0,2016
147000,Hyundai Tucson Top Grade,Essence,40000.0,2022
41000,Lada 4x4 Urban,Essence,58000.0,2020
205000,Mercedes-Benz Classe X,Diesel,68000.0,2020
81000,Seat Arona Xperience,Essence,47000.0,2022
69000,Toyota Corolla Dynamic,Essence,85000.0,2020
65000,Fiat 500X Pop Star,Essence,60000.0,2018
115000,Land Rover Discovery,Essence,170000.0,2015
88000,Haval Jolion,Essence,40000.0,2021
73000,Toyota C-HR,Essence,130000.0,2018
92500,Nissan Juke Tekna,Essence,6000.0,2024
255100,Mercedes-Benz Classe C AMG,Essence,20000.0,2023
129000,Mercedes-Benz CLA Kit Amg 200,Essence,150000.0,2020
62000,Seat Ibiza Xcellence,Essence,68000.0,2021
57500,KIA Rio 5p SX,Essence,70000.0,2020
72000,MG ZS Luxury,Essence,20000.0,2022
101000,Chery Tiggo 7 Pro,Essence,0.0,2024
165000,Audi Q3 BVA,Essence,3000.0,2023
155000,Peugeot 408 GT,Essence,10000.0,2024
87000,Jaguar XF Luxury,Essence,120000.0,2014
85000,BMW Série 6 Face Lift,Essence,190000.0,2009
189000,Land Rover Range Rover Sport HSE Dynamic,Diesel,300000.0,2016
62000,KIA Rio 5p GT-Line,Essence,70000.0,2021
188000,KIA Sportage GT-Line,Hybride,15000.0,2024
225000,Mercedes-Benz GLA 250e Pack AMG,Hybride,26000.0,2023
39000,Mahindra Pick-up SC,Diesel,120000.0,2021
69000,Peugeot 3008,Essence,112000.0,2020
73000,KIA Rio 5p GT-Line,Essence,9000.0,2023
152000,Mercedes-Benz Classe C Pack AMG Pack night,Hybride,120000.0,2019
89000,Peugeot 3008 GT GT-line,Essence,125000.0,2020
77900,MG HS Luxury,Essence,87000.0,2020
173000,Mercedes-Benz GLA AMG,Essence,90000.0,2021
87000,BMW Série 4 Coupé 420i,Essence,180000.0,2015
88000,Chery Tiggo 7 Pro,Essence,40000.0,2022
98000,Suzuki Jimny,Essence,20000.0,2023
83000,Mercedes-Benz CLA Kit AMG,Essence,124000.0,2014
37500,Citroën C3 Shine,Essence,88000.0,2018
63000,Mercedes-Benz Classe C coupé AMG,Essence,200000.0,2012
45000,Renault Clio 4,Essence,120000.0,2021
29000,Mini 3 portes One,Essence,200000.0,2009
129000,Hyundai Tucson High Grade,Essence,19000.0,2023
87000,Nissan Juke Tekna,Essence,53000.0,2021
88000,Jeep Renegade,Essence,88000.0,2021
152000,Mercedes-Benz Classe C AMG,Hybride,120000.0,2019
109000,Ford Mondeo Hybride,Hybride,34000.0,2020
120000,Land Rover Range Rover Evoque,Diesel,145000.0,2018
59000,Volkswagen Passat,Essence,160000.0,2016
117000,Haval H6,Essence,16000.0,2022
85000,Haval H6 Luxury,Essence,55000.0,2021
105000,Volkswagen Golf 8 1.4,Essence,40000.0,2022
179000,Jaguar F-Pace R_Dynamic,Diesel,165000.0,2017
70000,Renault Kadjar,Essence,140000.0,2018
79000,Toyota Corolla,Essence,24000.0,2022
47000,Peugeot 308,Essence,128000.0,2020
167000,Mercedes-Benz Classe C coupé AMG,Essence,130000.0,2018
47500,Citroën C3 Shine,Essence,45000.0,2020
40000,Ford Focus Titanium,Essence,200000.0,2015
178000,Porsche Panamera,Essence,82000.0,2011
89000,KIA Seltos,Essence,130000.0,2021
81000,Seat Ibiza FR,Essence,40000.0,2023
77000,Alfa Romeo Giulietta,Essence,37000.0,2019
235000,Land Rover Discovery R-DYNAMIC,Diesel,87000.0,2020
49000,Volkswagen Golf 7 Confortline,Essence,190000.0,2013
64500,Renault Megane 4 Diesel,Diesel,125000.0,2020
65000,KIA Rio 5p GT-Line,Essence,60000.0,2021
35000,Fiat Fiorino,Diesel,120000.0,2021
75000,Dacia Duster Techroad,Essence,35000.0,2020
278000,BMW Série 5 530e Xdrive Pack m,Hybride,50000.0,2021
97000,BMW Série 4 Gran Coupé 418 Luxury,Essence,133000.0,2016
125000,Volkswagen Passat R-Line DSG,Essence,40000.0,2022
290000,Toyota Hilux Double Cabine Gr Sport,Diesel,7000.0,2024
91000,Toyota C-HR,Essence,55000.0,2022
109000,Audi A5 Sportback S-Line,Essence,120000.0,2019
80000,Peugeot 2008,Diesel,100000.0,2021
59700,KIA Rio 5p,Essence,85000.0,2022
91000,Honda CR-V,Essence,67000.0,2018
295000,Audi Q5 S-line,Diesel,40000.0,2021
107000,KIA Sportage Hybride,Hybride,114000.0,2021
128000,KIA Sportage GT-Line,Diesel,19000.0,2021
76000,Dacia Duster Techroad,Essence,34000.0,2020
660000,Mercedes-Benz Classe S AMG,Hybride,3000.0,2022
455000,BMW X5 Hybride Xdrive E45,Hybride,19000.0,2021
138000,Hyundai Tucson Hybride Xcellence,Hybride,120000.0,2022
75000,BMW Série 1 I Pack Sport,Essence,200000.0,2019
105000,KIA Sportage GT-Line,Diesel,140000.0,2017
235000,Mercedes-Benz Classe C AMG,Essence,50000.0,2023
120000,Jaguar XE,Diesel,140000.0,2017
72000,Peugeot Rifter,Diesel,95000.0,2020
110000,BMW Série 7 740LI,Essence,98000.0,2010
72000,Peugeot Rifter 5 places,Diesel,95000.0,2020
187000,Land Rover Range Rover Evoque Hybride,Diesel,50000.0,2019
115000,Ford Mondeo Hybride,Hybride,32000.0,2020
64000,KIA Rio 5p GT-Line,Essence,64000.0,2021
169000,Mercedes-Benz GLC AMG,Essence,115000.0,2017
57000,Mini 5 portes One,Essence,78000.0,2016
48000,Citroën C3 Shine,Essence,28000.0,2020
85000,Audi A3 Berline,Essence,50000.0,2019
83500,KIA Sportage,Essence,127000.0,2019
235000,Mercedes-Benz GLA AMG,Essence,12000.0,2023
95000,Audi Q3,Essence,95000.0,2017
210000,Mercedes-Benz GLB 200 d,Diesel,111000.0,2021
58000,Audi A4 Face_lift,Essence,143000.0,2016
95000,Land Rover Range Rover Evoque Face_lift,Essence,170000.0,2016
135000,BMW Série 1 Pack M,Essence,40000.0,2020
195000,Land Rover Range Rover Evoque Hybride,Diesel,40000.0,2019
79000,Haval H6 Luxury,Essence,120000.0,2020
105000,Iveco Daily Simple Cabine,Diesel,40000.0,2022
128000,Land Rover Discovery Sport,Diesel,128000.0,2017
90000,Haval H6 Luxury,Essence,40000.0,2021
98000,KIA Sportage Hybride,Hybride,140000.0,2020
85000,KIA Sportage,Essence,125000.0,2019
137000,Hyundai Tucson Hybride,Hybride,80000.0,2021
165000,Audi Q5 QUATTRO 40 TDI,Diesel,170000.0,2019
43500,Fiat Panda City Cross,Essence,52000.0,2020
45000,Volkswagen Golf 6 Match,Diesel,240000.0,2012
228000,Ford Ranger Raptor,Diesel,100000.0,2022
130000,BMW Série 4 Coupé Pack M,Essence,140000.0,2021
48000,Mercedes-Benz Classe B,Essence,100000.0,2014
75000,MG ZS Luxury,Essence,80000.0,2022
210000,Land Rover Range Rover Evoque Hybride,Diesel,60000.0,2019
68000,Renault Kadjar,Essence,70000.0,2019
56000,Mazda 3 Sky active,Essence,103000.0,2017
398000,Audi Q8 S_Line,Essence,16000.0,2021
173000,Mercedes-Benz Classe C coupé AMG,Essence,50000.0,2019
78000,MG ZS,Essence,35000.0,2022
40000,Suzuki Baleno,Essence,160000.0,2017
95000,KIA Sportage,Essence,69000.0,2019
69000,Ford Kuga,Essence,100000.0,2017
119000,Mercedes-Benz CLS AMG,Diesel,160000.0,2011
185000,Mercedes-Benz GLA 180 Pack AMG,Essence,40000.0,2022
73500,Seat Arona,Essence,26000.0,2021
71000,Toyota Corolla,Essence,90000.0,2021
79000,Haval H6 Luxury,Essence,115000.0,2020
125000,Skoda Superb Ambassador,Essence,30000.0,2021
79000,MG 6,Essence,22000.0,2021
189000,Mercedes-Benz GLC Coupé AMG,Diesel,190000.0,2017
89000,Mercedes-Benz Classe C 180 elegance,Essence,170000.0,2016
278000,Mercedes-Benz GLC Coupé AMG,Hybride,69000.0,2020
135000,Mercedes-Benz Classe E 180,Essence,90000.0,2018
42000,Ssangyong Actyon Sports,Diesel,200000.0,2017
35000,DS 3,Essence,138000.0,2012
97000,Audi A3 Berline,Essence,17000.0,2020
43000,Nissan Qashqai,Essence,147000.0,2011
90000,BMW Série 5 Confort Luxury,Essence,200000.0,2015
101000,Volkswagen Passat R-Line,Essence,100000.0,2019
125000,Land Rover Discovery Sport,Diesel,160000.0,2017
44500,Citroën C3 Shine,Essence,90000.0,2019
49000,Volkswagen Amarok,Diesel,370000.0,2012
291800,Mercedes-Benz Classe E Business,Essence,8000.0,2022
37000,Mini 3 portes one,Essence,140000.0,2013
68000,BMW Série 1,Essence,126000.0,2017
231000,Toyota Hilux Double Cabine 4*4,Essence,3000.0,2024
97000,Peugeot 2008 Allure,Essence,34000.0,2022
158000,Mercedes-Benz Classe A AMG,Essence,20000.0,2022
106000,Volkswagen Passat R-Line,Essence,60000.0,2020
90000,Volkswagen Tiguan,Essence,60000.0,2018
99000,Mercedes-Benz Classe C AMG,Essence,160000.0,2014
96000,Chery Tiggo 8 Pro,Essence,80000.0,2022
47000,BYD F3,Essence,10000.0,2022
44500,Citroën C3 Shine,Essence,58000.0,2019
107000,BMW Série 4 Coupé 420i Pack M,Essence,160000.0,2015
90000,Audi Q3 S-line,Essence,100000.0,2017
109000,Volkswagen Golf 8 United,Essence,26000.0,2020
35000,Peugeot 208,Essence,60000.0,2020
59000,Audi A5 Cabriolet S-line,Essence,120000.0,2010
135000,Honda Accord,Essence,11000.0,2022
74000,Volkswagen Golf 7,Essence,40000.0,2019
119000,KIA Sportage,Essence,40000.0,2020
135000,BMW Série 2 Gran Coupé 218i,Essence,21000.0,2022
46000,Fiat Tipo 5 portes,Essence,75000.0,2018
150600,Haval H6,Essence,13000.0,2022
52000,Volkswagen Golf 7 Smartline,Essence,140000.0,2015
78000,Haval H6 Luxury,Essence,90000.0,2019
40000,Chevrolet Cruze,Essence,90000.0,2018
76000,Volkswagen Golf 7,Essence,29000.0,2019
51000,Mercedes-Benz Classe E 200,Essence,330000.0,2010
77000,Mercedes-Benz Classe E e220,Diesel,330000.0,2011
145000,Volkswagen Golf 8 R-Line,Essence,40000.0,2021
240000,Mercedes-Benz Classe C AMG,Essence,16000.0,2023
212000,Dodge RAM Rumble bee,Essence,65000.0,2019
81000,Mercedes-Benz CLA,Essence,163000.0,2014
69000,Haval H2 Luxury,Essence,40000.0,2019
86000,Haval H6 Luxury,Essence,32000.0,2019
169000,Mercedes-Benz CLA AMG,Essence,30000.0,2021
98000,Mercedes-Benz Classe A 180d,Diesel,50000.0,2019
74000,Volkswagen Golf 7,Essence,64000.0,2019
95000,Audi A3 Sportback S-Line,Essence,70000.0,2019
205000,Mercedes-Benz Classe C AMG,Essence,40000.0,2022
105000,DS 7 Crossback Grand Chic,Essence,140000.0,2021
264200,Mercedes-Benz Classe C AMG,Essence,50000.0,2022
84000,Volkswagen Golf 7 Join,Essence,70000.0,2018
79000,Mercedes-Benz CLA 220,Diesel,240000.0,2013
110000,BMW X6 Pack M,Diesel,270000.0,2008
59000,Audi A5 Cabriolet S-line,Essence,120000.0,2010
73000,Seat Leon Style,Essence,65000.0,2020
37500,Citroën Berlingo Utilitaire,Diesel,170000.0,2018
143000,KIA Sportage,Essence,23000.0,2022
64000,Volkswagen Golf 7,Essence,180000.0,2019
78000,Mercedes-Benz Classe S Executive,Essence,170000.0,2008
128000,Volkswagen Tiguan Confortline,Essence,33000.0,2020
80000,Volkswagen Golf 7 R-Line,Essence,130000.0,2018
79000,Hyundai Kona,Hybride,30000.0,2021
122800,Seat Leon FR,Essence,70000.0,2022
53000,Hyundai Grand i10,Essence,30000.0,2022
92000,Peugeot 2008 GT_LINE,Essence,30000.0,2021
179000,Mercedes-Benz Classe C coupé AMG,Essence,40000.0,2019
119000,KIA Sportage GT-Line,Hybride,120000.0,2021
88000,BMW Série 3 318i,Essence,117000.0,2017
43500,Chery Tiggo 2 Confort,Essence,60000.0,2020
87000,Haval Jolion,Essence,40000.0,2022
208000,Mercedes-Benz Classe C AMG,Essence,40000.0,2022
53000,Hyundai Grand i10,Essence,54000.0,2021
68000,Seat Ibiza FR,Essence,100000.0,2020
169000,Mercedes-Benz CLA AMG,Essence,20000.0,2020
67000,Seat Ibiza FR,Essence,50000.0,2020
85000,Volkswagen T-roc,Essence,87000.0,2020
113000,Mercedes-Benz GLA AMG,Essence,74000.0,2016
115000,Mercedes-Benz Classe C AMG,Essence,170000.0,2014
188000,Audi Q3 Sportback,Essence,10000.0,2021
215000,Audi Q5,Diesel,100000.0,2018
125000,Volkswagen Golf 8 R-Line,Essence,70000.0,2021
185000,Jaguar F-Pace R-DYNAMIC,Diesel,165000.0,2017
77000,Peugeot 3008 GT-line,Essence,260000.0,2017
350000,Land Rover Range Rover Velar R-Dynamic,Diesel,100000.0,2019
255000,Porsche Panamera PLATINUM édition,Essence,100000.0,2014
295000,Land Rover Range Rover Velar R-Dynamic,Essence,90000.0,2020
182900,Dongfeng Forthing T5 EVO,Essence,4000.0,2023
